2146,B86102
1976,B86103
4825,B86104
6251,B86106
5707,B86107
5560,B86108
7592,B86109
34375,B86110
2902,B86623
3652,B86625
2020,B86633
1483,B86638
1421,B86642
3153,B86643
2569,B86648
1998,B86651
1456,B86652
1825,B86653
4195,B86654
1794,B86655
4143,B86658
4097,B86666
4152,B86667
866,B86669
2016,B86670
4401,B86672
3744,B86673
18,B86674
3536,B86675
2739,B86678
4285,B86682
7289,B87001
12184,B87002
8903,B87003
8706,B87004
10502,B87005
9121,B87006
11047,B87007
12984,B87008
6638,B87009
13248,B87011
9654,B87012
12973,B87013
8356,B87015
21072,B87016
12499,B87017
9877,B87018
7638,B87019
11695,B87020
13037,B87021
5760,B87022
13898,B87023
0,B87024
5481,B87025
14693,B87026
11833,B87027
10002,B87028
9610,B87029
9821,B87030
11525,B87031
6318,B87032
3907,B87033
3936,B87036
11854,B87039
7488,B87040
2751,B87041
5075,B87042
2838,B87044
2512,B87600
2445,B87602
2918,B87604
9016,C81001
8322,C81002
10977,C81003
10936,C81004
13250,C81005
13117,C81006
10059,C81007
9201,C81008
14528,C81009
14435,C81010
5864,C81011
15815,C81012
4403,C81013
12169,C81014
11465,C81015
6181,C81016
8007,C81017
8458,C81018
7753,C81019
10602,C81020
13791,C81021
3865,C81022
9481,C81023
17174,C81024
9411,C81025
7740,C81026
7162,C81027
7989,C81028
15867,C81029
7401,C81030
8647,C81031
13074,C81032
14774,C81033
8901,C81034
10887,C81035
5374,C81036
7576,C81037
12525,C81038
3614,C81039
5860,C81040
10348,C81041
11937,C81042
9447,C81043
7539,C81044
10392,C81045
4891,C81046
10672,C81047
10883,C81048
9264,C81049
9259,C81050
24089,C81051
7373,C81052
9249,C81053
15310,C81054
4019,C81055
5600,C81056
8202,C81057
7295,C81058
5296,C81059
8990,C81060
14877,C81061
8482,C81062
8558,C81063
10875,C81064
7643,C81065
10529,C81066
8676,C81067
11907,C81068
13285,C81069
4908,C81070
15465,C81071
19109,C81072
10910,C81073
8801,C81074
5882,C81075
3408,C81076
3595,C81077
3134,C81079
8105,C81080
13047,C81081
3152,C81082
9079,C81083
9854,C81084
8051,C81086
11237,C81087
4588,C81089
3853,C81090
9093,C81091
6141,C81092
7189,C81094
4479,C81095
5418,C81096
7160,C81097
8308,C81099
6664,C81100
7894,C81101
1630,C81104
6457,C81106
13943,C81108
10074,C81110
5385,C81113
9066,C81114
5103,C81115
3215,C81116
4567,C81118
3507,C81604
2103,C81611
2139,C81615
3835,C81616
3400,C81617
5241,C81626
4046,C81627
3637,C81629
1724,C81633
3450,C81634
2682,C81638
3619,C81640
3235,C81642
4512,C81647
3709,C81648
6249,C81649
3608,C81652
3598,C81653
3606,C81654
4030,C81655
3902,C81658
2902,C81660
2557,C81661
5566,C81662
9139,C81665
8572,C82001
9542,C82002
10557,C82003
8646,C82005
8931,C82007
8745,C82008
23446,C82009
16176,C82010
10965,C82011
9807,C82012
9680,C82013
14014,C82014
2580,C82015
5963,C82016
12950,C82017
14841,C82018
4896,C82019
14555,C82020
8533,C82021
6924,C82022
3918,C82023
17256,C82024
10787,C82025
8444,C82026
6404,C82027
6872,C82028
8686,C82029
6834,C82030
11334,C82031
6805,C82032
8726,C82033
8131,C82034
8037,C82035
13452,C82036
10203,C82037
35383,C82038
10895,C82039
7947,C82040
10306,C82041
11255,C82042
12776,C82043
5937,C82044
5650,C82045
12113,C82046
10687,C82047
3749,C82048
9852,C82050
10358,C82051
3920,C82052
10188,C82053
9722,C82054
14518,C82055
12827,C82056
5609,C82058
1477,C82059
3198,C82060
10354,C82061
8554,C82062
13078,C82063
11646,C82064
2701,C82065
12086,C82066
8531,C82067
11256,C82068
8928,C82070
8195,C82071
8205,C82072
13914,C82073
9318,C82075
4982,C82076
10003,C82077
11010,C82078
9071,C82079
4230,C82080
2523,C82081
5995,C82082
2787,C82084
9080,C82085
7659,C82086
10235,C82088
7062,C82091
2649,C82092
11222,C82093
6812,C82094
8712,C82095
6506,C82096
1703,C82097
7280,C82098
3606,C82099
4994,C82100
4202,C82102
6272,C82103
2608,C82105
1970,C82106
4068,C82107
3416,C82108
3930,C82109
14623,C82111
4351,C82112
1678,C82114
3630,C82116
2427,C82119
3401,C82120
13685,C82121
5005,C82122
3017,C82123
15513,C82124
5513,C82600
3752,C82610
4996,C82611
3777,C82614
1696,C82620
3227,C82623
6824,C82624
2533,C82625
2097,C82626
4304,C82627
3172,C82628
5293,C82631
2883,C82634
5359,C82639
1866,C82641
7852,C82642
8921,C82643
2718,C82644
2890,C82649
3410,C82650
3386,C82651
1515,C82653
1842,C82655
2113,C82656
1526,C82657
2722,C82659
6214,C82660
3301,C82662
2738,C82663
6189,C82667
2993,C82669
857,C82670
3442,C82671
4517,C82676
6281,C82678
2777,C82680
0,C82682
8992,C83001
7872,C83002
13729,C83003
11789,C83004
7634,C83005
3776,C83006
13177,C83007
5997,C83008
7921,C83009
13300,C83010
8731,C83011
8202,C83013
9054,C83014
8863,C83015
2123,C83016
13341,C83017
9753,C83018
22749,C83019
8415,C83020
2363,C83021
19711,C83022
18369,C83023
4187,C83024
7260,C83025
22403,C83026
9002,C83027
8287,C83028
5884,C83029
4521,C83030
10992,C83031
7569,C83032
3230,C83033
11839,C83035
5726,C83036
9286,C83037
8134,C83038
5721,C83039
16815,C83040
7305,C83041
6110,C83042
9622,C83043
9851,C83044
13138,C83045
6638,C83046
7689,C83047
12961,C83048
6864,C83049
5464,C83051
3266,C83052
2560,C83053
9672,C83054
4571,C83055
10451,C83056
4891,C83057
6915,C83058
11736,C83059
7405,C83060
9730,C83061
3330,C83062
15708,C83063
14024,C83064
6005,C83065
5521,C83067
3756,C83068
5805,C83071
9056,C83072
4909,C83073
3765,C83074
6981,C83075
7007,C83078
3240,C83079
5320,C83080
3778,C83081
9354,C83082
7703,C83083
8451,C83085
2592,C83605
5199,C83611
5423,C83613
3791,C83614
2771,C83615
7195,C83617
4588,C83626
1214,C83628
3851,C83631
3846,C83633
3367,C83634
5925,C83635
4537,C83637
3951,C83641
5087,C83642
2703,C83643
3589,C83644
3434,C83649
3504,C83650
2108,C83652
1727,C83653
2228,C83655
5667,C83656
26731,C84001
11252,C84002
6319,C84003
5729,C84004
11178,C84005
5250,C84008
13148,C84009
11678,C84010
8953,C84011
13128,C84012
7020,C84013
8947,C84014
14541,C84016
22902,C84017
7796,C84018
13998,C84019
4813,C84020
11886,C84021
31452,C84023
31991,C84024
6519,C84025
12236,C84026
6605,C84028
17097,C84029
7189,C84030
2666,C84031
8415,C84032
8146,C84033
10590,C84034
11608,C84035
9478,C84036
11744,C84037
9863,C84039
6842,C84042
7318,C84043
7708,C84044
6802,C84045
8137,C84046
9242,C84047
10723,C84048
12003,C84049
11931,C84051
5822,C84052
13915,C84053
11642,C84055
3016,C84057
9289,C84059
8839,C84060
4505,C84061
6778,C84063
6323,C84064
5018,C84065
9074,C84066
6186,C84067
13283,C84069
6991,C84072
3546,C84074
3621,C84076
8033,C84077
12918,C84078
10767,C84080
6372,C84081
2323,C84082
8380,C84084
7921,C84085
8852,C84086
5943,C84087
9074,C84090
6932,C84091
3088,C84092
8623,C84094
7065,C84095
3567,C84096
2741,C84101
5753,C84103
2059,C84104
6132,C84105
7981,C84106
12114,C84107
3194,C84112
6666,C84113
4397,C84114
5543,C84115
7914,C84116
13779,C84117
12849,C84120
2597,C84121
6668,C84122
3041,C84123
11023,C84124
3496,C84125
4078,C84127
6479,C84129
6073,C84131
4556,C84133
4546,C84135
3184,C84136
2937,C84138
5650,C84140
1768,C84141
4927,C84142
5628,C84143
3489,C84144
1180,C84145
4723,C84146
5704,C84149
3947,C84150
2008,C84151
2475,C84602
4952,C84605
3811,C84612
2324,C84613
6280,C84619
3271,C84621
5463,C84624
5260,C84628
4263,C84629
2924,C84632
2260,C84633
2650,C84635
2109,C84636
6413,C84637
4063,C84646
1751,C84647
4484,C84648
1781,C84650
4185,C84654
3024,C84656
6162,C84658
3651,C84660
3172,C84664
3728,C84666
3830,C84667
4011,C84672
2382,C84674
2867,C84675
2508,C84676
4648,C84678
2656,C84679
3422,C84680
4121,C84682
7740,C84683
7861,C84688
7580,C84691
2631,C84692
5341,C84693
3497,C84694
3057,C84695
4523,C84696
4098,C84698
2011,C84700
4561,C84703
4097,C84704
3788,C84705
1854,C84706
6272,C84709
3135,C84710
3035,C84712
4818,C84714
3152,C84717
4387,C84718
816,C84719
4884,C85001
10345,C85003
15686,C85004
8450,C85005
5122,C85006
10962,C85007
13162,C85008
5684,C85009
10844,C85010
0,C85011
2069,C85012
7790,C85013
9089,C85014
4694,C85015
11481,C85016
8141,C85017
5855,C85018
3038,C85019
10555,C85020
5609,C85021
5034,C85022
3906,C85023
5843,C85024
1962,C85025
6245,C85026
6425,C85028
9267,C85030
8496,C85033
1592,C85600
3496,C85607
1629,C85609
2900,C85614
3613,C85617
2430,C85618
5641,C85619
2022,C85621
1788,C85622
3109,C85623
3028,C85624
4041,C85627
1220,C85628
10837,C86001
6343,C86002
9664,C86003
6169,C86005
9864,C86006
9897,C86007
8256,C86009
12548,C86011
5541,C86012
9240,C86013
6564,C86014
8613,C86015
7323,C86016
9599,C86017
11023,C86018
13683,C86019
9907,C86020
6756,C86021
9335,C86022
7064,C86023
9830,C86024
7858,C86025
4785,C86026
15718,C86029
1799,C86030
6079,C86032
4392,C86033
6524,C86034
10396,C86037
8572,C86038
5204,C86039
8993,C86605
1923,C86606
2699,C86609
5043,C86611
3437,C86612
3437,C86613
4402,C86614
4327,C86616
4618,C86621
1967,C86623
1863,C86625
2922,C86626
20804,C87002
11455,C87003
11142,C87004
16851,C87005
7032,C87006
11268,C87007
16067,C87008
7460,C87009
4973,C87010
12504,C87012
6200,C87013
6014,C87014
6875,C87015
11130,C87016
13038,C87017
7737,C87018
1948,C87019
5231,C87020
6555,C87022
2048,C87023
3749,C87024
9363,C87029
9768,C87030
3119,C87031
3230,C87603
5705,C87604
1717,C87606
4735,C87608
2586,C87609
1637,C87610
2441,C87611
1510,C87612
6294,C87616
1349,C87617
0,C87618
6311,C87620
1814,C87621
1345,C87622
10267,C88005
3599,C88006
23884,C88007
8507,C88008
6038,C88009
16082,C88010
5165,C88011
0,C88012
2066,C88013
7585,C88014
7712,C88015
12321,C88016
8131,C88018
8650,C88019
5779,C88020
8360,C88021
4230,C88022
10292,C88023
8347,C88024
8115,C88025
10626,C88026
4355,C88027
8775,C88028
6447,C88030
9728,C88031
5157,C88032
4245,C88033
9344,C88034
8658,C88035
8910,C88036
8993,C88037
10536,C88038
7562,C88039
5687,C88040
8918,C88041
5264,C88042
10133,C88043
4137,C88044
9468,C88045
2817,C88046
6802,C88047
6006,C88048
5181,C88049
3624,C88050
7012,C88051
6765,C88052
3170,C88053
7154,C88054
2760,C88057
1645,C88059
3857,C88060
2487,C88061
4429,C88062
2875,C88068
15129,C88069
7372,C88070
12836,C88072
5280,C88073
4904,C88074
3016,C88075
6672,C88076
4810,C88077
6322,C88078
7781,C88079
1389,C88082
3011,C88083
3549,C88084
7286,C88085
2997,C88086
4715,C88087
4157,C88088
4878,C88090
2754,C88091
9736,C88092
0,C88094
5169,C88095
6663,C88096
1733,C88622
1609,C88626
21245,C88627
1599,C88631
1532,C88638
3150,C88643
3477,C88647
7081,C88648
3137,C88652
2399,C88653
1437,C88655
3015,C88656
9944,D81001
13133,D81002
9238,D81003
9222,D81004
11190,D81005
15443,D81006
8614,D81007
18045,D81008
7977,D81009
10720,D81010
11743,D81011
10646,D81012
10996,D81013
18483,D81014
5859,D81015
11514,D81016
5320,D81017
7138,D81018
3674,D81019
9964,D81020
9691,D81021
7275,D81022
12388,D81023
6829,D81024
10119,D81025
10988,D81026
6741,D81027
11095,D81028
11465,D81029
9777,D81030
14776,D81031
11759,D81032
4502,D81033
15056,D81034
9175,D81035
5786,D81036
8156,D81037
6271,D81038
8239,D81039
2362,D81040
5920,D81041
4493,D81042
13791,D81043
12437,D81044
7866,D81045
14780,D81046
7974,D81047
11171,D81048
9936,D81049
13656,D81050
7882,D81051
9959,D81052
12075,D81053
15340,D81054
5635,D81055
5681,D81056
13937,D81057
6417,D81058
7491,D81059
6470,D81060
11979,D81061
7069,D81062
9216,D81063
6007,D81064
4340,D81065
6440,D81066
7034,D81070
3494,D81071
5014,D81073
3740,D81074
3377,D81078
3124,D81081
7107,D81082
6902,D81084
6047,D81085
6832,D81086
3899,D81087
3725,D81088
3909,D81602
7093,D81603
2114,D81605
4318,D81606
2785,D81607
2089,D81611
4761,D81612
4200,D81615
3579,D81616
2200,D81618
4501,D81619
1534,D81620
10002,D81622
2600,D81623
4527,D81624
10585,D81625
3807,D81629
7041,D81630
10320,D81631
8158,D81633
8336,D81637
2612,D81645
14129,D82001
12791,D82002
15015,D82003
12634,D82004
9942,D82005
7865,D82006
12237,D82007
12654,D82008
7539,D82009
4681,D82010
16964,D82011
12629,D82012
7819,D82013
8448,D82015
8007,D82016
9825,D82017
9735,D82018
9472,D82019
9959,D82020
4850,D82021
6523,D82022
10208,D82023
12803,D82024
8232,D82025
8933,D82026
7936,D82027
5403,D82028
13172,D82029
9449,D82030
7446,D82031
7969,D82032
17077,D82034
9422,D82035
6932,D82036
9163,D82037
3077,D82038
8128,D82039
11601,D82040
11065,D82041
7263,D82042
6255,D82043
21558,D82044
18465,D82045
4203,D82046
8047,D82047
14131,D82048
3296,D82049
9320,D82050
16510,D82051
5345,D82053
14852,D82054
3956,D82055
8778,D82056
6047,D82057
17302,D82058
10838,D82059
4841,D82060
8112,D82062
12696,D82063
16860,D82064
6300,D82065
7303,D82066
9407,D82067
7368,D82068
5870,D82069
5683,D82070
15860,D82071
4557,D82072
7930,D82073
6379,D82076
8350,D82078
4302,D82079
5548,D82080
7009,D82081
8929,D82084
4792,D82085
5930,D82086
5687,D82087
14865,D82088
6776,D82096
5556,D82098
12857,D82099
3156,D82100
5349,D82102
3610,D82103
9187,D82104
5043,D82105
4099,D82106
1911,D82600
3228,D82604
5984,D82613
1928,D82615
5637,D82618
1900,D82620
5380,D82621
2981,D82624
2840,D82628
3471,D82629
2987,D82632
11432,D83001
16648,D83002
4250,D83003
10351,D83004
14251,D83005
6850,D83006
9179,D83007
16394,D83008
20076,D83009
6598,D83010
10520,D83011
17306,D83012
11022,D83013
9446,D83014
6794,D83015
9796,D83016
12268,D83017
10315,D83018
7109,D83019
7965,D83020
